ASV	Sample	value	Condition	Phylum	Microbe
9a9ffa85cd03de212b837cbfe31fa375	ReciprocalRevision108	0.005	Repopulated	 p__Proteobacteria	Italian
106088b2d69e72cc286d23670e1bcdd5	ReciprocalRevision108	0.043	Repopulated	 p__Actinobacteriota	Italian
5291389ff9b0c2c5102950a3ade8c95f	ReciprocalRevision108	0	Repopulated	 p__Chloroflexi	Italian
e74e18b1cb13f02711eda83f0a9d3793	ReciprocalRevision108	0	Repopulated	 p__Proteobacteria	Italian
139a898757d6d1108b58044e646ad0ba	ReciprocalRevision108	0.005	Repopulated	 p__Proteobacteria	Italian
bd54cdde92c9729991f2130849672d54	ReciprocalRevision108	0.002	Repopulated	 p__Proteobacteria	Italian
d4ddc8a6c5b3061ff2088da5314c03ec	ReciprocalRevision108	0.035	Repopulated	 p__Proteobacteria	Italian
9b1a493552c8e950d49f2efd74ebeab2	ReciprocalRevision108	0	Repopulated	 p__Actinobacteriota	Italian
bd6720229b55e52b4f095dc493d42085	ReciprocalRevision108	0	Repopulated	 p__Proteobacteria	Italian
b36cf8333f4b6253a18c49d3721a93b0	ReciprocalRevision108	0	Repopulated	 p__Actinobacteriota	Italian
cf7460a40049d731ca778c1d900ae9f4	ReciprocalRevision108	0	Repopulated	 p__Proteobacteria	Italian
e43f7173baab1621be9530cbe913353f	ReciprocalRevision108	0	Repopulated	 p__Proteobacteria	Italian
ae61b491b243e0bc8b90aa40ba002fa7	ReciprocalRevision108	0	Repopulated	 p__Bacteroidota	Italian
12a972c7cf2e99cf1aaf57bde49720f8	ReciprocalRevision108	0	Repopulated	 p__Proteobacteria	Italian
dacbefc032b03c642e865e8e79851aa8	ReciprocalRevision108	0	Repopulated	 p__Proteobacteria	Italian
79dff2ce5b1d3dd16587dd9fcd68cdc6	ReciprocalRevision108	0.007	Repopulated	 p__Proteobacteria	Italian
9260776b5b9ffccdbdac097cd390e2ac	ReciprocalRevision108	0	Repopulated	 p__Proteobacteria	Italian
7de2b643c256ffdbf5b498c9d7b6d21d	ReciprocalRevision108	0	Repopulated	 p__Proteobacteria	Italian
98dcf0284d3b3e493f18244154b36f16	ReciprocalRevision108	0.003	Repopulated	 p__Bacteroidota	Italian
b72e931e9af86b1701bc2f5bab559574	ReciprocalRevision108	0.005	Repopulated	 p__Proteobacteria	Italian
4d97354b3bd83e1282e1b73ca629b63f	ReciprocalRevision108	0	Repopulated	 p__Proteobacteria	Italian
335241f9cdeb4a16e3f395cb7809d30e	ReciprocalRevision108	0	Repopulated	 p__Proteobacteria	Italian
e64a3f1d3b800eada38c31480d266d3d	ReciprocalRevision108	0	Repopulated	 p__Proteobacteria	Italian
7237aa404da8ed3e945937d50c060349	ReciprocalRevision108	0	Repopulated	 p__Proteobacteria	Italian
89813803d14866d98356f0428e4d97c4	ReciprocalRevision108	0.003	Repopulated	 p__Bdellovibrionota	Italian
3aac2bea904e345db79ae739f98d1951	ReciprocalRevision108	0.007	Repopulated	 p__Proteobacteria	Italian
2bb20bb911981033198d1382d780637f	ReciprocalRevision108	0	Repopulated	 p__Proteobacteria	Italian
017658710c95d8e5aca23de09d5de03e	ReciprocalRevision108	0	Repopulated	 p__Proteobacteria	Italian
b33db9e22e89e9e004a3547b006344cd	ReciprocalRevision108	0.019	Repopulated	 p__Actinobacteriota	Italian
5215e5fb8edfbfc082a24bd1c0097c2e	ReciprocalRevision108	0	Repopulated	 p__Chloroflexi	Italian
cc13271b80fd6fd745f8667ecd65bd86	ReciprocalRevision108	0	Repopulated	 p__Proteobacteria	Italian
00fb5375c6212c100fc603fc4deff2e3	ReciprocalRevision108	0	Repopulated	 p__Proteobacteria	Italian
5fe997da06a32bd8f9ad4c6534208edb	ReciprocalRevision108	0	Repopulated	 p__Proteobacteria	Italian
8e266d1c2502a685ae0b74a34f0d3d4a	ReciprocalRevision108	0	Repopulated	 p__Actinobacteriota	Italian
55f42f6fda8afb61d3acc8607cdf338d	ReciprocalRevision108	0	Repopulated	 p__Proteobacteria	Italian
6283a8d6c9963341be1a078f075f04c7	ReciprocalRevision108	0	Repopulated	 p__Proteobacteria	Italian
909ffd09d00a72bda62161cf2044f6c1	ReciprocalRevision108	0.01	Repopulated	 p__Actinobacteriota	Italian
8a8f170e8fbae6129ac4cf98a3fe6b23	ReciprocalRevision108	0	Repopulated	 p__Bdellovibrionota	Italian
653b0d2a1101078364d47c73d579967a	ReciprocalRevision108	0	Repopulated	 p__Bacteroidota	Italian
203ef49d3c39cc0ed62660c90382666c	ReciprocalRevision108	0	Repopulated	 p__Proteobacteria	Italian
c121c4b7e531e680524d25697da5d522	ReciprocalRevision108	0	Repopulated	 p__Proteobacteria	Italian
809775cbb9eec62549c2330bfca3ec68	ReciprocalRevision108	0	Repopulated	 p__Proteobacteria	Italian
c2c92bf2b0a658ce2854ce58c3c58693	ReciprocalRevision108	0.003	Repopulated	 p__Actinobacteriota	Italian
8b77e5843dfd0f36463bb6431940f429	ReciprocalRevision108	0.007	Repopulated	 p__Proteobacteria	Italian
5fb5b66d1a5665d3c6ee40f89bd51c41	ReciprocalRevision108	0.003	Repopulated	 p__Proteobacteria	Italian
968d7e12c086baf89b9749909f3e708c	ReciprocalRevision108	0	Repopulated	 p__Proteobacteria	Italian
465406679488012ff1a49ec88e2c7e39	ReciprocalRevision108	0	Repopulated	 p__Proteobacteria	Italian
b3963e56d1ca895144be69dca740562e	ReciprocalRevision108	0	Repopulated	 p__Bacteroidota	Italian
565573c992a033884f18df23253529c3	ReciprocalRevision108	0	Repopulated	 p__Proteobacteria	Italian
a84ef97cbd5757e24275cff44b846c0b	ReciprocalRevision109	0.044	Repopulated	 p__Actinobacteriota	Italian
f2443f31ea9cb06fd15495215112534e	ReciprocalRevision109	0	Repopulated	 p__Proteobacteria	Italian
b9928c63192b0a5dffc215443b0ee56c	ReciprocalRevision109	0.009	Repopulated	 p__Proteobacteria	Italian
bd797c368962e36c66f5b134c30960da	ReciprocalRevision109	0.008	Repopulated	 p__Proteobacteria	Italian
4deba07ad721cf0f306737b3338561ee	ReciprocalRevision109	0	Repopulated	 p__Actinobacteriota	Italian
c9d380625a1d09926d9a1e65be39c04a	ReciprocalRevision109	0	Repopulated	 p__Proteobacteria	Italian
797b65389eb0c25ea1ec0ae0c936903c	ReciprocalRevision109	0	Repopulated	 p__Proteobacteria	Italian
5e87ec2e2aebaba32fe8246efde8adf8	ReciprocalRevision109	0.005	Repopulated	 p__Proteobacteria	Italian
c30cc55b221580507a9ae76d70eeb61e	ReciprocalRevision109	0	Repopulated	 p__Proteobacteria	Italian
b616d7c78517cb5603598308556e3cd1	ReciprocalRevision109	0	Repopulated	 p__Proteobacteria	Italian
fb8fc7265c6180c30e79c081fb19c7be	ReciprocalRevision109	0	Repopulated	 p__Proteobacteria	Italian
3c863cf67a014692d9f01d71cba0f7fb	ReciprocalRevision109	0	Repopulated	 p__Proteobacteria	Italian
f2242278954a4edcdf637c335b341504	ReciprocalRevision109	0	Repopulated	 p__Proteobacteria	Italian
b6053c4d0c08ab5c4649feb2384db7bf	ReciprocalRevision109	0	Repopulated	 p__Proteobacteria	Italian
f9562ec8195301ede2664da7747dbd36	ReciprocalRevision109	0	Repopulated	 p__Proteobacteria	Italian
248f686bdd6646098cfcc7991e2949a7	ReciprocalRevision109	0	Repopulated	 p__Proteobacteria	Italian
0fb588b1f9cbe3a7876882c78dd87022	ReciprocalRevision109	0.007	Repopulated	 p__Proteobacteria	Italian
8c715d72780e6caf877ec32d9d520a38	ReciprocalRevision109	0	Repopulated	 p__Proteobacteria	Italian
d93d2a2e7b0c2ed96ca6074a717a8a4d	ReciprocalRevision109	0.047	Repopulated	 p__Actinobacteriota	Italian
a832b817a00c54abb7635cf92063ef2f	ReciprocalRevision109	0	Repopulated	 p__Proteobacteria	Italian
c5c2f468ed0c84f898045623856679cf	ReciprocalRevision109	0	Repopulated	 p__Actinobacteriota	Italian
5e9ace0df9c3aca107aad54184b370a4	ReciprocalRevision109	0	Repopulated	 p__Proteobacteria	Italian
e6ef2552608207b584bd1380e69fa7a5	ReciprocalRevision109	0.001	Repopulated	 p__Proteobacteria	Italian
664200703a999f476d40c5d6ce30e351	ReciprocalRevision109	0.026	Repopulated	 p__Proteobacteria	Italian
291a58ac54b2011dacb098ccf128aea9	ReciprocalRevision109	0	Repopulated	 p__Proteobacteria	Italian
e72d0385e07b95485586464481e5a49e	ReciprocalRevision109	0	Repopulated	 p__Proteobacteria	Italian
89f9897383e96a050a8898b77e42c378	ReciprocalRevision109	0.004	Repopulated	 p__Proteobacteria	Italian
8eada08b3fdfb1f9706fe5240f37b1b8	ReciprocalRevision109	0.001	Repopulated	 p__Proteobacteria	Italian
9a9ffa85cd03de212b837cbfe31fa375	ReciprocalRevision109	0.006	Repopulated	 p__Proteobacteria	Italian
106088b2d69e72cc286d23670e1bcdd5	ReciprocalRevision109	0.062	Repopulated	 p__Actinobacteriota	Italian
5291389ff9b0c2c5102950a3ade8c95f	ReciprocalRevision109	0	Repopulated	 p__Chloroflexi	Italian
e74e18b1cb13f02711eda83f0a9d3793	ReciprocalRevision109	0	Repopulated	 p__Proteobacteria	Italian
139a898757d6d1108b58044e646ad0ba	ReciprocalRevision109	0	Repopulated	 p__Proteobacteria	Italian
bd54cdde92c9729991f2130849672d54	ReciprocalRevision109	0	Repopulated	 p__Proteobacteria	Italian
d4ddc8a6c5b3061ff2088da5314c03ec	ReciprocalRevision109	0.043	Repopulated	 p__Proteobacteria	Italian
9b1a493552c8e950d49f2efd74ebeab2	ReciprocalRevision109	0	Repopulated	 p__Actinobacteriota	Italian
bd6720229b55e52b4f095dc493d42085	ReciprocalRevision109	0	Repopulated	 p__Proteobacteria	Italian
b36cf8333f4b6253a18c49d3721a93b0	ReciprocalRevision109	0	Repopulated	 p__Actinobacteriota	Italian
cf7460a40049d731ca778c1d900ae9f4	ReciprocalRevision109	0	Repopulated	 p__Proteobacteria	Italian
e43f7173baab1621be9530cbe913353f	ReciprocalRevision109	0	Repopulated	 p__Proteobacteria	Italian
ae61b491b243e0bc8b90aa40ba002fa7	ReciprocalRevision109	0	Repopulated	 p__Bacteroidota	Italian
12a972c7cf2e99cf1aaf57bde49720f8	ReciprocalRevision109	0	Repopulated	 p__Proteobacteria	Italian
dacbefc032b03c642e865e8e79851aa8	ReciprocalRevision109	0	Repopulated	 p__Proteobacteria	Italian
79dff2ce5b1d3dd16587dd9fcd68cdc6	ReciprocalRevision109	0.015	Repopulated	 p__Proteobacteria	Italian
9260776b5b9ffccdbdac097cd390e2ac	ReciprocalRevision109	0	Repopulated	 p__Proteobacteria	Italian
7de2b643c256ffdbf5b498c9d7b6d21d	ReciprocalRevision109	0	Repopulated	 p__Proteobacteria	Italian
98dcf0284d3b3e493f18244154b36f16	ReciprocalRevision109	0	Repopulated	 p__Bacteroidota	Italian
b72e931e9af86b1701bc2f5bab559574	ReciprocalRevision109	0.023	Repopulated	 p__Proteobacteria	Italian
4d97354b3bd83e1282e1b73ca629b63f	ReciprocalRevision109	0	Repopulated	 p__Proteobacteria	Italian
335241f9cdeb4a16e3f395cb7809d30e	ReciprocalRevision109	0	Repopulated	 p__Proteobacteria	Italian
e64a3f1d3b800eada38c31480d266d3d	ReciprocalRevision109	0	Repopulated	 p__Proteobacteria	Italian
7237aa404da8ed3e945937d50c060349	ReciprocalRevision109	0	Repopulated	 p__Proteobacteria	Italian
89813803d14866d98356f0428e4d97c4	ReciprocalRevision109	0.003	Repopulated	 p__Bdellovibrionota	Italian
3aac2bea904e345db79ae739f98d1951	ReciprocalRevision109	0.003	Repopulated	 p__Proteobacteria	Italian
2bb20bb911981033198d1382d780637f	ReciprocalRevision109	0	Repopulated	 p__Proteobacteria	Italian
017658710c95d8e5aca23de09d5de03e	ReciprocalRevision109	0	Repopulated	 p__Proteobacteria	Italian
b33db9e22e89e9e004a3547b006344cd	ReciprocalRevision109	0.015	Repopulated	 p__Actinobacteriota	Italian
5215e5fb8edfbfc082a24bd1c0097c2e	ReciprocalRevision109	0	Repopulated	 p__Chloroflexi	Italian
cc13271b80fd6fd745f8667ecd65bd86	ReciprocalRevision109	0	Repopulated	 p__Proteobacteria	Italian
00fb5375c6212c100fc603fc4deff2e3	ReciprocalRevision109	0	Repopulated	 p__Proteobacteria	Italian
5fe997da06a32bd8f9ad4c6534208edb	ReciprocalRevision109	0	Repopulated	 p__Proteobacteria	Italian
8e266d1c2502a685ae0b74a34f0d3d4a	ReciprocalRevision109	0	Repopulated	 p__Actinobacteriota	Italian
55f42f6fda8afb61d3acc8607cdf338d	ReciprocalRevision109	0	Repopulated	 p__Proteobacteria	Italian
6283a8d6c9963341be1a078f075f04c7	ReciprocalRevision109	0	Repopulated	 p__Proteobacteria	Italian
909ffd09d00a72bda62161cf2044f6c1	ReciprocalRevision109	0.006	Repopulated	 p__Actinobacteriota	Italian
8a8f170e8fbae6129ac4cf98a3fe6b23	ReciprocalRevision109	0	Repopulated	 p__Bdellovibrionota	Italian
653b0d2a1101078364d47c73d579967a	ReciprocalRevision109	0	Repopulated	 p__Bacteroidota	Italian
203ef49d3c39cc0ed62660c90382666c	ReciprocalRevision109	0	Repopulated	 p__Proteobacteria	Italian
c121c4b7e531e680524d25697da5d522	ReciprocalRevision109	0	Repopulated	 p__Proteobacteria	Italian
809775cbb9eec62549c2330bfca3ec68	ReciprocalRevision109	0.003	Repopulated	 p__Proteobacteria	Italian
c2c92bf2b0a658ce2854ce58c3c58693	ReciprocalRevision109	0.003	Repopulated	 p__Actinobacteriota	Italian
8b77e5843dfd0f36463bb6431940f429	ReciprocalRevision109	0.007	Repopulated	 p__Proteobacteria	Italian
5fb5b66d1a5665d3c6ee40f89bd51c41	ReciprocalRevision109	0.02	Repopulated	 p__Proteobacteria	Italian
968d7e12c086baf89b9749909f3e708c	ReciprocalRevision109	0	Repopulated	 p__Proteobacteria	Italian
465406679488012ff1a49ec88e2c7e39	ReciprocalRevision109	0	Repopulated	 p__Proteobacteria	Italian
b3963e56d1ca895144be69dca740562e	ReciprocalRevision109	0	Repopulated	 p__Bacteroidota	Italian
565573c992a033884f18df23253529c3	ReciprocalRevision109	0	Repopulated	 p__Proteobacteria	Italian
a84ef97cbd5757e24275cff44b846c0b	ReciprocalRevision110	0.04	Repopulated	 p__Actinobacteriota	Italian
f2443f31ea9cb06fd15495215112534e	ReciprocalRevision110	0	Repopulated	 p__Proteobacteria	Italian
b9928c63192b0a5dffc215443b0ee56c	ReciprocalRevision110	0.008	Repopulated	 p__Proteobacteria	Italian
bd797c368962e36c66f5b134c30960da	ReciprocalRevision110	0.016	Repopulated	 p__Proteobacteria	Italian
4deba07ad721cf0f306737b3338561ee	ReciprocalRevision110	0	Repopulated	 p__Actinobacteriota	Italian
c9d380625a1d09926d9a1e65be39c04a	ReciprocalRevision110	0	Repopulated	 p__Proteobacteria	Italian
797b65389eb0c25ea1ec0ae0c936903c	ReciprocalRevision110	0	Repopulated	 p__Proteobacteria	Italian
5e87ec2e2aebaba32fe8246efde8adf8	ReciprocalRevision110	0.004	Repopulated	 p__Proteobacteria	Italian
c30cc55b221580507a9ae76d70eeb61e	ReciprocalRevision110	0	Repopulated	 p__Proteobacteria	Italian
b616d7c78517cb5603598308556e3cd1	ReciprocalRevision110	0	Repopulated	 p__Proteobacteria	Italian
fb8fc7265c6180c30e79c081fb19c7be	ReciprocalRevision110	0	Repopulated	 p__Proteobacteria	Italian
3c863cf67a014692d9f01d71cba0f7fb	ReciprocalRevision110	0.001	Repopulated	 p__Proteobacteria	Italian
f2242278954a4edcdf637c335b341504	ReciprocalRevision110	0	Repopulated	 p__Proteobacteria	Italian
b6053c4d0c08ab5c4649feb2384db7bf	ReciprocalRevision110	0	Repopulated	 p__Proteobacteria	Italian
f9562ec8195301ede2664da7747dbd36	ReciprocalRevision110	0	Repopulated	 p__Proteobacteria	Italian
248f686bdd6646098cfcc7991e2949a7	ReciprocalRevision110	0.005	Repopulated	 p__Proteobacteria	Italian
0fb588b1f9cbe3a7876882c78dd87022	ReciprocalRevision110	0.001	Repopulated	 p__Proteobacteria	Italian
8c715d72780e6caf877ec32d9d520a38	ReciprocalRevision110	0	Repopulated	 p__Proteobacteria	Italian
d93d2a2e7b0c2ed96ca6074a717a8a4d	ReciprocalRevision110	0.078	Repopulated	 p__Actinobacteriota	Italian
a832b817a00c54abb7635cf92063ef2f	ReciprocalRevision110	0	Repopulated	 p__Proteobacteria	Italian
c5c2f468ed0c84f898045623856679cf	ReciprocalRevision110	0	Repopulated	 p__Actinobacteriota	Italian
5e9ace0df9c3aca107aad54184b370a4	ReciprocalRevision110	0	Repopulated	 p__Proteobacteria	Italian
e6ef2552608207b584bd1380e69fa7a5	ReciprocalRevision110	0	Repopulated	 p__Proteobacteria	Italian
664200703a999f476d40c5d6ce30e351	ReciprocalRevision110	0.026	Repopulated	 p__Proteobacteria	Italian
291a58ac54b2011dacb098ccf128aea9	ReciprocalRevision110	0	Repopulated	 p__Proteobacteria	Italian
e72d0385e07b95485586464481e5a49e	ReciprocalRevision110	0	Repopulated	 p__Proteobacteria	Italian
89f9897383e96a050a8898b77e42c378	ReciprocalRevision110	0.002	Repopulated	 p__Proteobacteria	Italian
8eada08b3fdfb1f9706fe5240f37b1b8	ReciprocalRevision110	0.001	Repopulated	 p__Proteobacteria	Italian
9a9ffa85cd03de212b837cbfe31fa375	ReciprocalRevision110	0.016	Repopulated	 p__Proteobacteria	Italian
106088b2d69e72cc286d23670e1bcdd5	ReciprocalRevision110	0.036	Repopulated	 p__Actinobacteriota	Italian
5291389ff9b0c2c5102950a3ade8c95f	ReciprocalRevision110	0	Repopulated	 p__Chloroflexi	Italian
e74e18b1cb13f02711eda83f0a9d3793	ReciprocalRevision110	0	Repopulated	 p__Proteobacteria	Italian
139a898757d6d1108b58044e646ad0ba	ReciprocalRevision110	0.002	Repopulated	 p__Proteobacteria	Italian
bd54cdde92c9729991f2130849672d54	ReciprocalRevision110	0.003	Repopulated	 p__Proteobacteria	Italian
d4ddc8a6c5b3061ff2088da5314c03ec	ReciprocalRevision110	0.014	Repopulated	 p__Proteobacteria	Italian
9b1a493552c8e950d49f2efd74ebeab2	ReciprocalRevision110	0	Repopulated	 p__Actinobacteriota	Italian
bd6720229b55e52b4f095dc493d42085	ReciprocalRevision110	0	Repopulated	 p__Proteobacteria	Italian
b36cf8333f4b6253a18c49d3721a93b0	ReciprocalRevision110	0	Repopulated	 p__Actinobacteriota	Italian
cf7460a40049d731ca778c1d900ae9f4	ReciprocalRevision110	0	Repopulated	 p__Proteobacteria	Italian
e43f7173baab1621be9530cbe913353f	ReciprocalRevision110	0	Repopulated	 p__Proteobacteria	Italian
ae61b491b243e0bc8b90aa40ba002fa7	ReciprocalRevision110	0	Repopulated	 p__Bacteroidota	Italian
12a972c7cf2e99cf1aaf57bde49720f8	ReciprocalRevision110	0	Repopulated	 p__Proteobacteria	Italian
dacbefc032b03c642e865e8e79851aa8	ReciprocalRevision110	0	Repopulated	 p__Proteobacteria	Italian
79dff2ce5b1d3dd16587dd9fcd68cdc6	ReciprocalRevision110	0.006	Repopulated	 p__Proteobacteria	Italian
9260776b5b9ffccdbdac097cd390e2ac	ReciprocalRevision110	0	Repopulated	 p__Proteobacteria	Italian
7de2b643c256ffdbf5b498c9d7b6d21d	ReciprocalRevision110	0	Repopulated	 p__Proteobacteria	Italian
98dcf0284d3b3e493f18244154b36f16	ReciprocalRevision110	0	Repopulated	 p__Bacteroidota	Italian
b72e931e9af86b1701bc2f5bab559574	ReciprocalRevision110	0.001	Repopulated	 p__Proteobacteria	Italian
4d97354b3bd83e1282e1b73ca629b63f	ReciprocalRevision110	0	Repopulated	 p__Proteobacteria	Italian
335241f9cdeb4a16e3f395cb7809d30e	ReciprocalRevision110	0	Repopulated	 p__Proteobacteria	Italian
e64a3f1d3b800eada38c31480d266d3d	ReciprocalRevision110	0	Repopulated	 p__Proteobacteria	Italian
7237aa404da8ed3e945937d50c060349	ReciprocalRevision110	0	Repopulated	 p__Proteobacteria	Italian
89813803d14866d98356f0428e4d97c4	ReciprocalRevision110	0	Repopulated	 p__Bdellovibrionota	Italian
3aac2bea904e345db79ae739f98d1951	ReciprocalRevision110	0.005	Repopulated	 p__Proteobacteria	Italian
2bb20bb911981033198d1382d780637f	ReciprocalRevision110	0	Repopulated	 p__Proteobacteria	Italian
017658710c95d8e5aca23de09d5de03e	ReciprocalRevision110	0	Repopulated	 p__Proteobacteria	Italian
b33db9e22e89e9e004a3547b006344cd	ReciprocalRevision110	0.016	Repopulated	 p__Actinobacteriota	Italian
5215e5fb8edfbfc082a24bd1c0097c2e	ReciprocalRevision110	0	Repopulated	 p__Chloroflexi	Italian
cc13271b80fd6fd745f8667ecd65bd86	ReciprocalRevision110	0	Repopulated	 p__Proteobacteria	Italian
00fb5375c6212c100fc603fc4deff2e3	ReciprocalRevision110	0	Repopulated	 p__Proteobacteria	Italian
5fe997da06a32bd8f9ad4c6534208edb	ReciprocalRevision110	0	Repopulated	 p__Proteobacteria	Italian
8e266d1c2502a685ae0b74a34f0d3d4a	ReciprocalRevision110	0	Repopulated	 p__Actinobacteriota	Italian
55f42f6fda8afb61d3acc8607cdf338d	ReciprocalRevision110	0	Repopulated	 p__Proteobacteria	Italian
6283a8d6c9963341be1a078f075f04c7	ReciprocalRevision110	0	Repopulated	 p__Proteobacteria	Italian
909ffd09d00a72bda62161cf2044f6c1	ReciprocalRevision110	0.005	Repopulated	 p__Actinobacteriota	Italian
8a8f170e8fbae6129ac4cf98a3fe6b23	ReciprocalRevision110	0	Repopulated	 p__Bdellovibrionota	Italian
653b0d2a1101078364d47c73d579967a	ReciprocalRevision110	0	Repopulated	 p__Bacteroidota	Italian
203ef49d3c39cc0ed62660c90382666c	ReciprocalRevision110	0	Repopulated	 p__Proteobacteria	Italian
c121c4b7e531e680524d25697da5d522	ReciprocalRevision110	0	Repopulated	 p__Proteobacteria	Italian
809775cbb9eec62549c2330bfca3ec68	ReciprocalRevision110	0	Repopulated	 p__Proteobacteria	Italian
c2c92bf2b0a658ce2854ce58c3c58693	ReciprocalRevision110	0.004	Repopulated	 p__Actinobacteriota	Italian
8b77e5843dfd0f36463bb6431940f429	ReciprocalRevision110	0.005	Repopulated	 p__Proteobacteria	Italian
5fb5b66d1a5665d3c6ee40f89bd51c41	ReciprocalRevision110	0.007	Repopulated	 p__Proteobacteria	Italian
968d7e12c086baf89b9749909f3e708c	ReciprocalRevision110	0	Repopulated	 p__Proteobacteria	Italian
465406679488012ff1a49ec88e2c7e39	ReciprocalRevision110	0	Repopulated	 p__Proteobacteria	Italian
b3963e56d1ca895144be69dca740562e	ReciprocalRevision110	0	Repopulated	 p__Bacteroidota	Italian
565573c992a033884f18df23253529c3	ReciprocalRevision110	0	Repopulated	 p__Proteobacteria	Italian
a84ef97cbd5757e24275cff44b846c0b	ReciprocalRevision116	0.002	Control	 p__Actinobacteriota	Italian
f2443f31ea9cb06fd15495215112534e	ReciprocalRevision116	0	Control	 p__Proteobacteria	Italian
b9928c63192b0a5dffc215443b0ee56c	ReciprocalRevision116	0	Control	 p__Proteobacteria	Italian
bd797c368962e36c66f5b134c30960da	ReciprocalRevision116	0.009	Control	 p__Proteobacteria	Italian
4deba07ad721cf0f306737b3338561ee	ReciprocalRevision116	0	Control	 p__Actinobacteriota	Italian
c9d380625a1d09926d9a1e65be39c04a	ReciprocalRevision116	0	Control	 p__Proteobacteria	Italian
797b65389eb0c25ea1ec0ae0c936903c	ReciprocalRevision116	0	Control	 p__Proteobacteria	Italian
5e87ec2e2aebaba32fe8246efde8adf8	ReciprocalRevision116	0.002	Control	 p__Proteobacteria	Italian
c30cc55b221580507a9ae76d70eeb61e	ReciprocalRevision116	0	Control	 p__Proteobacteria	Italian
b616d7c78517cb5603598308556e3cd1	ReciprocalRevision116	0	Control	 p__Proteobacteria	Italian
fb8fc7265c6180c30e79c081fb19c7be	ReciprocalRevision116	0	Control	 p__Proteobacteria	Italian
3c863cf67a014692d9f01d71cba0f7fb	ReciprocalRevision116	0	Control	 p__Proteobacteria	Italian
f2242278954a4edcdf637c335b341504	ReciprocalRevision116	0	Control	 p__Proteobacteria	Italian
b6053c4d0c08ab5c4649feb2384db7bf	ReciprocalRevision116	0	Control	 p__Proteobacteria	Italian
f9562ec8195301ede2664da7747dbd36	ReciprocalRevision116	0	Control	 p__Proteobacteria	Italian
248f686bdd6646098cfcc7991e2949a7	ReciprocalRevision116	0.001	Control	 p__Proteobacteria	Italian
0fb588b1f9cbe3a7876882c78dd87022	ReciprocalRevision116	0.002	Control	 p__Proteobacteria	Italian
8c715d72780e6caf877ec32d9d520a38	ReciprocalRevision116	0	Control	 p__Proteobacteria	Italian
d93d2a2e7b0c2ed96ca6074a717a8a4d	ReciprocalRevision116	0.012	Control	 p__Actinobacteriota	Italian
a832b817a00c54abb7635cf92063ef2f	ReciprocalRevision116	0	Control	 p__Proteobacteria	Italian
c5c2f468ed0c84f898045623856679cf	ReciprocalRevision116	0	Control	 p__Actinobacteriota	Italian
5e9ace0df9c3aca107aad54184b370a4	ReciprocalRevision116	0	Control	 p__Proteobacteria	Italian
e6ef2552608207b584bd1380e69fa7a5	ReciprocalRevision116	0	Control	 p__Proteobacteria	Italian
664200703a999f476d40c5d6ce30e351	ReciprocalRevision116	0.011	Control	 p__Proteobacteria	Italian
291a58ac54b2011dacb098ccf128aea9	ReciprocalRevision116	0	Control	 p__Proteobacteria	Italian
e72d0385e07b95485586464481e5a49e	ReciprocalRevision116	0	Control	 p__Proteobacteria	Italian
89f9897383e96a050a8898b77e42c378	ReciprocalRevision116	0.002	Control	 p__Proteobacteria	Italian
8eada08b3fdfb1f9706fe5240f37b1b8	ReciprocalRevision116	0.01	Control	 p__Proteobacteria	Italian
9a9ffa85cd03de212b837cbfe31fa375	ReciprocalRevision116	0.009	Control	 p__Proteobacteria	Italian
106088b2d69e72cc286d23670e1bcdd5	ReciprocalRevision116	0.003	Control	 p__Actinobacteriota	Italian
5291389ff9b0c2c5102950a3ade8c95f	ReciprocalRevision116	0	Control	 p__Chloroflexi	Italian
e74e18b1cb13f02711eda83f0a9d3793	ReciprocalRevision116	0	Control	 p__Proteobacteria	Italian
139a898757d6d1108b58044e646ad0ba	ReciprocalRevision116	0	Control	 p__Proteobacteria	Italian
bd54cdde92c9729991f2130849672d54	ReciprocalRevision116	0.001	Control	 p__Proteobacteria	Italian
d4ddc8a6c5b3061ff2088da5314c03ec	ReciprocalRevision116	0.043	Control	 p__Proteobacteria	Italian
9b1a493552c8e950d49f2efd74ebeab2	ReciprocalRevision116	0	Control	 p__Actinobacteriota	Italian
bd6720229b55e52b4f095dc493d42085	ReciprocalRevision116	0	Control	 p__Proteobacteria	Italian
b36cf8333f4b6253a18c49d3721a93b0	ReciprocalRevision116	0	Control	 p__Actinobacteriota	Italian
cf7460a40049d731ca778c1d900ae9f4	ReciprocalRevision116	0	Control	 p__Proteobacteria	Italian
e43f7173baab1621be9530cbe913353f	ReciprocalRevision116	0	Control	 p__Proteobacteria	Italian
ae61b491b243e0bc8b90aa40ba002fa7	ReciprocalRevision116	0	Control	 p__Bacteroidota	Italian
12a972c7cf2e99cf1aaf57bde49720f8	ReciprocalRevision116	0	Control	 p__Proteobacteria	Italian
dacbefc032b03c642e865e8e79851aa8	ReciprocalRevision116	0	Control	 p__Proteobacteria	Italian
79dff2ce5b1d3dd16587dd9fcd68cdc6	ReciprocalRevision116	0.004	Control	 p__Proteobacteria	Italian
9260776b5b9ffccdbdac097cd390e2ac	ReciprocalRevision116	0	Control	 p__Proteobacteria	Italian
7de2b643c256ffdbf5b498c9d7b6d21d	ReciprocalRevision116	0.002	Control	 p__Proteobacteria	Italian
